Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-033125,2015-07,07/04/2015 21:04,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5200,ENRIGHT AVE,51, , ,5223,ENRIGHT,885699.8,1026793
15-033140,2015-07,07/04/2015 21:20,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / CARR ST,61,@LORETTA HALL PARK, , , ,906659.7,1020851
15-033140,2015-07,07/04/2015 21:20,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / CARR ST,61,@LORETTA HALL PARK, , , ,906659.7,1020851
15-033140,2015-07,07/04/2015 21:20,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / CARR ST,61,@LORETTA HALL PARK, , , ,906659.7,1020851
15-033172,2015-07,07/04/2015 21:30,Y, , ,1, , 91124,4,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",0,N 20TH ST / PENROSE ST,65, , , , ,904256.3,1031366
15-033172,2015-07,07/04/2015 21:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,N 20TH ST / PENROSE ST,65, , , , ,904256.3,1031366
15-033139,2015-07,07/04/2015 21:30,Y, , ,1, , 91123,2,SIMPLE ASSAULT-CHILD/NO INJURY,5770,LAGOON DR,82,FOREST PARK,PARK, , ,880773.9,1022751
15-033311,2015-07,07/04/2015 21:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / COLE ST,35, , , , ,909312.3,1019807
15-033330,2015-07,07/04/2015 21:30,Y, , ,1, , 44013,2,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1,FINE ARTS DR,82, ,@FOREST PARK - ART MUSEUM,1,FINE ARTS,878856.8,1021748
15-033133,2015-07,07/04/2015 21:30,Y, , ,1, , 91303,2,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1,FINE ARTS DR,82,FOREST PARK@BOTTOM OF ART HILL, ,1,ART HILL,0,0
15-033139,2015-07,07/04/2015 21:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5770,LAGOON DR,82,FOREST PARK,PARK, , ,880773.9,1022751
15-033129,2015-07,07/04/2015 21:40,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, , ,8115,WATER,888365.8,986653.4
15-033134,2015-07,07/04/2015 21:40,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,601,CLARK AVE,35,BALLPARK VILLAGE, ,601,CLARK,908223.8,1016086
15-033129,2015-07,07/04/2015 21:40,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8115,WATER ST,2, , ,8115,WATER,888365.8,986653.4
15-033142,2015-07,07/04/2015 21:54,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3943,ASHLAND AVE,56, , ,3943,ASHLAND,898598.3,1030175
15-033152,2015-07,07/04/2015 22:00,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,6257,CLAYTON AVE,42, , , , ,879985.1,1017927
15-033234,2015-07,07/04/2015 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 10TH ST / MARKET ST,35, , , , ,907226.9,1017252
15-033136,2015-07,07/04/2015 22:00,Y, , ,1, ,151130,2,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,0,WASHINGTON AND GOVERNMENT,82,FOREST PARK,@GATE 3 VP FAIR, , ,0,0
15-033259,2015-07,07/04/2015 22:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3520,NATURAL BRIDGE AVE,59, , , , ,901199.4,1029504
15-033158,2015-07,07/04/2015 22:26,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3502,GRACE AVE,15,NEW CITY FELLOWSHIP CHURCH,#1107030,3502,GRACE,893202.2,1005126
15-033150,2015-07,07/04/2015 22:49,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,903,LEBANON DR,34,LASALLE HOUSING COMPLEX, ,913,LASALLE PARK,906283.3,1013705
15-033150,2015-07,07/04/2015 22:49,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,903,LEBANON DR,34,LASALLE HOUSING COMPLEX, ,913,LASALLE PARK,906283.3,1013705
15-033150,2015-07,07/04/2015 22:49,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,903,LEBANON DR,34,LASALLE HOUSING COMPLEX, ,913,LASALLE PARK,906283.3,1013705
15-033302,2015-07,07/04/2015 23:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3351,OREGON AVE,30, , ,3351,OREGON,897187.8,1005672
15-033148,2015-07,07/04/2015 23:10,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3500,KEOKUK ST,16, , ,3921,GRAND,893677.9,1002524
15-033145,2015-07,07/04/2015 23:20,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,FINE ARTS DR,82, ,@FOREST PARK - ART MUSEUM,1,FINE ARTS,878856.8,1021748
15-033192,2015-07,07/04/2015 23:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2351,CLARK AVE,36, , , , ,902049.4,1017753
15-033159,2015-07,07/04/2015 23:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4516,NATURAL BRIDGE AVE,56, , ,4516,NATURAL BRIDGE,894384.8,1033256
15-033164,2015-07,07/04/2015 23:46,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1170,SAINT ANGE AVE,33,CLINTON-PEABODY HOUSING COMPLEX, , , ,904245.2,1013903
15-033160,2015-07,07/04/2015 23:54,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,E GRAND AVE / I 70 EASTBOUND,66, , , , ,904580.1,1034005
15-033169,2015-07,07/04/2015 23:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4830,MARGARETTA AVE,69, , ,4830,MARGARETTA,892918,1035194
15-033292,2015-07,07/05/2015 00:01,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2144,MARKET ST,36,HARRY S BAR, ,8227,BROADWAY,902415,1018162
15-033469,2015-07,07/05/2015 00:01,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4584,LACLEDE AVE,38, ,@TASTE BY NICHE,4584,LACLEDE,888203.6,1021941
15-033174,2015-07,07/05/2015 00:15,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6049,CATES AVE,48, , ,6049,CATES,878942.6,1028793
15-033162,2015-07,07/05/2015 00:15,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,7027,HAMPTON AVE,8, , , , ,878512.9,997224.9
15-033246,2015-07,07/05/2015 00:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S JEFFERSON AVE / SIDNEY ST,23, , , , ,899462.4,1009422
15-033201,2015-07,07/05/2015 00:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4853,PALM ST,55, , ,4853,PALM,891952.5,1034445
15-033170,2015-07,07/05/2015 00:50,Y, , ,1, ,265100,3,SAFETY-FIREWORKS VIOLATION,0,DILLON DR / HICKORY LN,33,CLINTON PEABODY HOUSING COMPLEX,CLINTON PEABODY HOUSING COMPLEX, , ,903945.8,1013998
15-033299,2015-07,07/05/2015 01:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / GOO,78, , , , ,883184.1,1033624
15-033284,2015-07,07/05/2015 01:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4851,KOSSUTH AVE,69, , ,4851,KOSSUTH,893162.8,1035992
15-033200,2015-07,07/05/2015 01:00,Y, , ,1, , 66701,4,LARCENY-BICYCLES UNDER $500,1512,WASHINGTON AVE,36, , , , ,905477.1,1019263
15-033183,2015-07,07/05/2015 01:00,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1569,SANFORD AVE,43, , ,1569,SANFORD,877715.1,1015452
15-033245,2015-07,07/05/2015 01:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3407,LOUISIANA AVE,30, , ,3407,LOUISIANA,894846.2,1005697
15-033798,2015-07,07/05/2015 01:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",710,N 15TH ST,36,CLUB EUROPE, ,701,N 15TH ST,905945.6,1019607
15-033171,2015-07,07/05/2015 01:12,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,601,CLARK AVE,35, , ,601,CLARK,908223.8,1016086
15-033208,2015-07,07/05/2015 01:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,999,N 2ND ST,35,LUMIERRE CASINO, ,999,2ND,910439.8,1019433
15-033232,2015-07,07/05/2015 01:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3719,OHIO AVE,19, , ,3719,OHIO,897583.4,1002920
15-033260,2015-07,07/05/2015 01:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1418,LASALLE ST,33, , ,1418,LASALLE,904394.9,1014251
15-033180,2015-07,07/05/2015 01:30,Y, , ,1, , 32422,2,ROBBERY-RESIDENCE/STRNGARM/NO INJ/ATTEMPT,4547,THOLOZAN AVE,15, , ,4547,THOLOZAN,886091.5,1005218
15-033208,2015-07,07/05/2015 01:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,999,N 2ND ST,35,LUMIERRE CASINO, ,999,2ND,910439.8,1019433
15-033182,2015-07,07/05/2015 01:40,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5709,HENNER AVE,72, , ,5709,HENNER,888991.8,1042242
15-033274,2015-07,07/05/2015 01:45,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2809,MIAMI ST,19, , ,2809,MIAMI,897261.4,1003975
15-033181,2015-07,07/05/2015 01:50,Y, , ,1, , 51230,1,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY,6614,MINNESOTA AVE,1, , ,6614,MINNESOTA,891076.8,991147.3
15-033190,2015-07,07/05/2015 02:00,Y, , ,1, , 52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,5917,DR MARTIN LUTHER KING DR,50,DOROTHY S TV / APPLIANCE / FURNITUR, ,5917,DR MARTIN LUTHER KING,882151.1,1034465
15-033196,2015-07,07/05/2015 02:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5223,PALM ST,52, , ,5223,PALM,889466.3,1035807
15-033187,2015-07,07/05/2015 02:15,Y, , ,1, , 31311,5,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,6101,DELMAR BLVD,48, ,SIDEWALK,541,ROSEDALE,878407.4,1027569
15-033194,2015-07,07/05/2015 02:30,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES-JEWISH HOSPITAL,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
15-033875,2015-07,07/05/2015 02:51,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",3824,COOK AVE,77, , ,3824,COOK,896179.6,1024573
15-033189,2015-07,07/05/2015 03:02,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,S 22ND ST / CLARK AVE,36, , , , ,902049.4,1017753
15-033191,2015-07,07/05/2015 03:25,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3400,PESTALOZZI ST,25, , , , ,895358,1008925
15-033195,2015-07,07/05/2015 03:35,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2144,MARKET ST,36, ,@BAR- HARRYS, , ,902415,1018162
15-033195,2015-07,07/05/2015 03:35,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2144,MARKET ST,36, ,@BAR- HARRYS, , ,902415,1018162
15-033199,2015-07,07/05/2015 03:35,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4106,OLIVE ST,38, , ,4103,OLIVE,893224.3,1023137
15-033198,2015-07,07/05/2015 04:20,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1500,PRESERVATION PL,61, , ,1500,PRESERVATION,0,0
15-033205,2015-07,07/05/2015 04:30,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4162,E GREEN LEA PL,68, , ,4162,GREEN LEA,898900.9,1033956
15-033202,2015-07,07/05/2015 05:00,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,1031,LYNCH ST,21, ,FLEUR DE LILIES,1031,LYNCH,902720.3,1007448
15-033203,2015-07,07/05/2015 05:23,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CLARENCE AVE / NATURAL BRIDGE,56,MIDWEST PETROLEUM GAS STATION,IN FRONT OF THIS LOCATION, , ,895945.8,1032554
15-033204,2015-07,07/05/2015 05:51,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,0,DEBALIVIERE CIR / LAGOON DR,82,#1 FINE ARTS DR.,@ FOREST PARK, , ,881384.3,1023542
15-033226,2015-07,07/05/2015 07:11,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,3423,VIRGINIA AVE,30, ,DOWN STAIRS APT,3423,VIRGINIA,894953.1,1005296
15-033391,2015-07,07/05/2015 08:00,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4405,WEST PINE BLVD,38, , ,4405,WEST PINE,890212,1022241
15-033228,2015-07,07/05/2015 08:40,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4924,DEVONSHIRE AVE,7, , ,4924,DEVONSHIRE,883855.5,1002590
15-033229,2015-07,07/05/2015 08:53,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 44 WESTBOUND / MACKLIND AVE,12, , , , ,884026.5,1014303
15-033266,2015-07,07/05/2015 09:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1455,HODIAMONT AVE,78,FAITH DELIVERANCE CHURCH,CHURCH,1455,HODIAMONT,881158.6,1034350
15-035740,2015-07,07/05/2015 09:15,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3321,ITASKA ST,16, , ,3321,ITASKA,893271.6,997327.2
15-033231,2015-07,07/05/2015 09:24,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,2501,N GRAND BLVD,59, , ,2501,GRAND,899203.5,1026682
15-033251,2015-07,07/05/2015 09:40,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,3000,N KINGSHIGHWAY BLVD,55, , ,3000,KINGSHIGHWAY,890445.2,1033724
15-033240,2015-07,07/05/2015 09:54,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5862,CHRISTY BLVD,5, , ,5862,CHRISTY,884295.4,998637.1
15-033282,2015-07,07/05/2015 10:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3900,MCDONALD AVE,15, , ,3900,MCDONALD,891429.3,1006197
15-034561,2015-07,07/05/2015 10:00,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3630,PALM ST,59, ,VACANT RESIDENCE,3630,PALM,900504.7,1029439
15-033268,2015-07,07/05/2015 10:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5040,ALASKA AVE,16, , ,5040,ALASKA,892236.1,996528.4
15-033880,2015-07,07/05/2015 10:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5718,MAPLE AVE,48, , ,5718,MAPLE,881822.9,1029422
15-033243,2015-07,07/05/2015 10:50,Y, , ,1, ,265100,3,SAFETY-FIREWORKS VIOLATION,1440,LASALLE ST,33,CLINTON PEABODY, ,1440,LASALLE,904585.4,1014090
15-033364,2015-07,07/05/2015 11:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",2731,RUSSELL BLVD,24, , ,2731,RUSSELL,898934.3,1011695
15-033247,2015-07,07/05/2015 11:10,Y, , ,1, ,229999,6,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,5900,W FLORISSANT AVE,76, , , , ,891600.5,1046292
15-033254,2015-07,07/05/2015 11:56,Y, , ,1, ,182400,1,DRUGS-POSSESSION/MARIJUANA,4131,S GRAND BLVD,16, , , , ,893174.4,1000805
15-033411,2015-07,07/05/2015 12:10,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2840,PARK AVE,31, ,APT A,2840,PARK,898360.1,1014293
15-033265,2015-07,07/05/2015 12:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4900,N KINGSHIGHWAY BLVD,71, , , , ,893063.9,1039007
15-033252,2015-07,07/05/2015 12:19,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8581,TARA LN,73, , ,8581,TARA,893100.3,1049215
15-033253,2015-07,07/05/2015 12:30,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,2000,E COLLEGE AVE,66, , ,2011,COLLEGE,902015.6,1034931
15-033486,2015-07,07/05/2015 12:55,Y, , ,1, , 44013,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",0,N 23RD ST / OLIVE ST,36, , ,1915,OLIVE,902356.1,1019434
15-033326,2015-07,07/05/2015 13:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,CLAYTON AVE / FAULKNER DR,82,PLANETARIUM,@SCIENCE CENTER - FOREST PARK, , ,885739.1,1019313
15-033267,2015-07,07/05/2015 13:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,6650,MANCHESTER AVE,10, ,@KMART - MANCHESTER,6650,MANCHESTER,877121.1,1013930
15-033276,2015-07,07/05/2015 13:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6647,BERTHOLD AVE,44, , ,6647,BERTHOLD,877432.3,1018702
15-033262,2015-07,07/05/2015 13:57,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,5612,S KINGSHIGHWAY BLVD,6, , , , ,882729.6,999678.1
15-033288,2015-07,07/05/2015 14:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,TOWER GROVE AVE / S VANDEVENTE,28, , ,4129,DRESSELL,890043.1,1015415
15-034998,2015-07,07/05/2015 14:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4523,MARYLAND AVE,38, , ,4523,MARYLAND,889251.3,1023603
15-033277,2015-07,07/05/2015 14:07,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5239,W FLORISSANT AVE,71, , , , ,894815,1041723
15-033273,2015-07,07/05/2015 14:30,Y, , ,1, , 42016,5,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,4755,MAFFITT AVE,55, , ,4755,MAFFITT,891449.2,1032082
15-033275,2015-07,07/05/2015 14:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3237,MINNESOTA AVE,30, , ,3237,MINNESOTA,896112.5,1006312
15-033503,2015-07,07/05/2015 14:30,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4114,W CARTER AVE,68, , ,4114,CARTER,898901.1,1034266
15-033273,2015-07,07/05/2015 14:30,Y, , ,1, , 42013,5,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,4755,MAFFITT AVE,55, , ,4755,MAFFITT,891449.2,1032082
15-033270,2015-07,07/05/2015 14:34,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1,SCHNUCKS, ,1020,LOUGHBOROUGH,888369.9,991903
15-033296,2015-07,07/05/2015 15:00,Y, , ,1, , 43011,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,5000,LOUISIANA AVE,16, ,UNKNOWN EXACT ADDRESS,5008,GRAND,892150.8,997058.7
15-033280,2015-07,07/05/2015 15:20,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4930,CHRISTY BLVD,5, ,@BURLINGTON COAT FACTORY,4930,CHRISTY,884082.3,1001677
15-033293,2015-07,07/05/2015 15:46,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5538,DELOR ST,7, , ,5538,DELOR,880620.7,1001381
15-033283,2015-07,07/05/2015 15:59,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,MAFFITT AVE / N SPRING AVE,59, , , , ,899161.4,1027462
15-033395,2015-07,07/05/2015 16:00,Y, , ,1, , 52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,808,GEYER AVE,21,MOLLYS BISTRO, ,816,GEYER,904854.9,1010333
15-033314,2015-07,07/05/2015 16:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",700,N BROADWAY,35, ,PARKING LOT,405,BROADWAY,909520.3,1018744
15-033285,2015-07,07/05/2015 16:00,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,1300,AUBERT AVE,53,DEAL S, ,1300,AUBERT,888581.4,1029162
15-033304,2015-07,07/05/2015 16:20,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
15-033297,2015-07,07/05/2015 16:35,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,6574,MANCHESTER AVE,10,DOLLAR GENERAL,BUSINESS, , ,877400,1014437
15-033298,2015-07,07/05/2015 16:45,Y, , ,1, , 43015,4,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4302,N FLORISSANT AVE,66, , , , ,903435.4,1031889
15-033310,2015-07,07/05/2015 16:45,Y, , ,1, , 43016,6,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1100,RIVERVIEW BLVD,74, , , , ,895515.9,1052152
15-033295,2015-07,07/05/2015 16:50,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",3519,BAMBERGER AVE,15,CITY GEAR, ,3519,BAMBERGER,892130.8,1005215
15-034245,2015-07,07/05/2015 17:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8777,GOODFELLOW BLVD,73, , ,8777,GOODFELLOW,891833.1,1051027
15-033390,2015-07,07/05/2015 17:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3637,WISCONSIN AVE,18, , ,3637,WISCONSIN,899596.4,1003101
15-033308,2015-07,07/05/2015 17:15,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1330,CHOUTEAU AVE,33, ,LAUNDRY ROOM,1250,CHOUTEAU,904977.7,1014502
15-033300,2015-07,07/05/2015 17:30,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4038,N GRAND BLVD,67, ,DOLLAR GENERAL,4038,GRAND,901867.4,1030898
15-033303,2015-07,07/05/2015 17:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1912,CARR DR,61, , ,1126,VINSON,904559.3,1021416
15-033470,2015-07,07/05/2015 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5189,DELMAR BLVD,51, ,AT&T,5189,DELMAR,885807.5,1026561
15-033386,2015-07,07/05/2015 18:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",275,UNION BLVD,47, , ,275,UNION,884536.7,1024563
15-033307,2015-07,07/05/2015 18:07,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4175,ASHLAND AVE,56, , ,3105,FAIR,897174.3,1030993
15-034763,2015-07,07/05/2015 18:30,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2346,S COMPTON AVE,25, ,REAR GARAGE,2346,COMPTON,896255.4,1010202
15-033315,2015-07,07/05/2015 19:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3608,WATSON RD,9, , ,3620,WATSON,877293.6,1006324
15-033367,2015-07,07/05/2015 19:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4745,ADKINS AVE,5, ,RESIDENCE,4745,ADKINS,887565.2,1000277
15-033322,2015-07,07/05/2015 19:00,Y, , ,1, ,175500,6,SEX OFFNS-SX MISCONDUCT/FIRST,1600,HORNSBY AVE,73, , ,1600,HORNSBY,0,0
15-033312,2015-07,07/05/2015 19:10,Y, , ,1, ,250000,4,LOITERING-BEGGING,315,N 9TH ST,35, , ,315,9TH,907779.2,1018012
15-033319,2015-07,07/05/2015 19:55,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1425,HICKORY LN,33,CLINTON PEABODY HOUSING COMPLEX,CLINTON PEABODY HOUSING COMPLEX,1425,HICKORY,904245.2,1013903
15-033360,2015-07,07/05/2015 20:00,Y, , ,1, , 71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,3717,S SPRING AVE,15, , ,3717,SPRING,892066.8,1003743
15-033365,2015-07,07/05/2015 20:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1038,MCCAUSLAND AVE,44, , ,1038,MCCAUSLAND,875848.9,1018832
15-034278,2015-07,07/05/2015 20:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4016,FLAD AVE,27, , ,4016,FLAD,891838.6,1011751
